label,comment
offensive,"প্রিয় সালমান,,  আমরা সকলেই তোমার ভক্ত,,, যদিও তোমাকে নিয়ে ট্রল করে কিন্তু মন থেকে তারা সবাই তোমাকে চায়,,তোমার নাটক,এবং ভিডিওগুলো দেখে, তোমাকে ফলো করে দেশে আজ অনেক ইউটিউবার তৈরি হয়েছে। তুমি বাংলাদেশের ই নও,,পৃথিবীর সেরা ইউটিউবার, যদি এসব ভাইব্যা থাকস তাইলে শোন,,  তুই সালা একটা বাইনচোদ"
offensive,"মন চাইতাছে তোরে কাশ্মীরে রাইখা আসি!!   একবার পাকিস্তান পিডাইবো, একবার ভারত পিডাইবো! আর বাঙ্গালিরা তোরে নিয়া ট্রল করবো!!  শ্লার.... হাসিনা যদি পলাশরে না দিয়া তোরে দিয়া বিমান ছিনতাইয়ের নাটকটা বানাইতো,তাইলে আজকে তোরে কেউ গালি দিতে পারতো না!"
offensive,বাইনচোদ
offensive,"-যেই লাউ সেই কদু.. -আমি যখন নোকিয়া মোবাইলে ভালমন্দ ভিডিও দেখতাম।হঠাৎ যদি কেউ চলে আসছো।আমি তাড়াতাড়ি লাল ব্যাটম টিপ দিয়া কেটে দিতাম। কিন্তু মোবাইলে অ,আ,ই,ঈ,উ,ঊ বাজতে থাকতো।এতে করে আরো বেশী অপমান হতাম।তোর কাহিনী ও সে রকম।কাছে আসো না আরো কাছে আসো না দেয়াল ধরো না তুমি পুটকি ঘুরাও না।"
offensive,আজকাল সেলিব্রেটিরাও অনেক জায়গায় মুখ দেয়। যেমন সালমান ভাইয়া জেসিয়ার......।  ~আহারে খোকন! কেম্নে দিলি এমন চোষণ!
offensive,"প্রিয় জেসমিন, তুমি যদি আমার এই কমেন্ট দেখে থাক তাহলে শোনো আমি ওইদিন সিনথিয়াকে কোনো চুম্মা দেইনি।  আমি শুধু ওর ঠোঁটের সাথে ঠোঁট লাগিয়ে ছিলাম। :'("
positive,"""অভদ্র প্রেম"" গানের গাভীটা জোশ ছিল।ওইটারে আর দেখিনা।ওকে নিয়া আরেকটা ভিডিও বানান।"
offensive,হাসতে হাসতে আমার প্যান্ট ছিড়ে গেলোতারপর লুঙ্গি পড়ে হাসা শুরু করলামএখন লুঙ্গিও খুজে পাচ্ছি না  এখন রুমের লাইট নিভাইয়া হাসতাছি
offensive,"রাবা খান লেখিকা, সালমান মুক্তাদির অভিনেতা, সৌভিক গায়ক, সুখন ভাই মোটিভেশনাল স্পিকার, হিরো আলম আইডল . তাসিন/সেফুদা সমাজ সেবক.  আলহামদুলিল্লাহ! এই দেশের হোগা মারা সারা..."
positive,"Salman ভাই এই গান আপ্লোড না করে, আপনার ফেইসবুক পোস্টের কমেন্টগুলো পড়ে একটি ভিডিও বানান। ঐ গান থেকে এই ভিডিওতে বেশি ভিউ পাবেন"
offensive,"আমি জানি, আবাল নোয়াখাইল্লারা এইখানে আইসা বলবে,  নোয়াখালী বিভাগ চাই।   আর মিম সাদিয়ারা এসে কমেন্ট করবে, ইমু সেক্স লাইভ সেক্স এতো টাকা।  আর কলিকাতা হারবাল তো তাদের এড দিতে ভুলবে না। হালা সবডি আবালের জাত।"
offensive,ভাই তোমার একটা বিচি ইন্ডিয়া আরেকটা বিচি পাকিস্তানে পাঠাতে ইচ্ছা করে। আমার দৃঢ় বিশ্বাস তোমার দুইট বিচির বিস্ফোরণ ঘটালে তোমার মত এই জঘন্য দুইটা দেশও ধ্বংস হবে।
positive,প্রথমে নারী দিবসের শুভেচ্ছা নাও সালমান।  নারীক সম্মান কেমনে ও কীভাবে করতে হয় সেটা সর্বপ্রথম তোমার থেকে শিখছি। এমন এক নারী দিবসে তোমাকে জানায় হাগার হাগার সালাম!
offensive,"তোমার জেসিয়া তো এখন ছোট আজাদের দখলে, তুমি এখন আঙ্গুল চোষ  আর এত কিছুর পর ও তোমার একটু লজ্জা হলো না  কিভাবে পার এতটা নির্লজ্জ হতে "
positive,ইতিহাসে সেরা গান। ইতিহাসের পাতায় #Salman ভাইয়ের নাম লেখা থাকবো এই গানের জন্য #Salman ভাই তুমি এগিয়ে যাও #কানুন_হেলাল তোমার পাশেই আছে :/ । সবচেয়ে বেশি view হইসে এই গানটা। love u vai♥♥
positive,"আগুন পেট্রোল দিয়ে নিভানো যায় না। সালমান হলো আগুন পুরো দাবানল , আর হের্টাসরা হলো পেট্রোল।"
offensive,"হ্যালো সালমান দুনিয়ার সবচেয়ে বড় ইউটুবার..সবার পছন্দের আদরের,মেয়েদের ক্রাশ,মেয়েদের জীবন.  . . . . . . . . . . বাল্ডাও না,হেতি খালি জেসিয়ার পুট্টি মুছার কামলা "
offensive,"মন খারাপ ছিল,কি করব ভাবতেই পারছিলাম না,তাই কমেন্ট গুলা পড়ে নিলাম, সাল্মান্রে এম্নে সুদে দিল বাহ দারুন লাগছে আমি আপনা আপনি চাঁন্দে যাইতেছি।"
offensive,আজকাল সেলিব্রেটিরাও অনেক জায়গায় মুখ দেয়। যেমন সালমান ভাইয়া জেসিয়ার......।  ~আহারে খোকন! কেম্নে দিলি এমন চোষণ!  খোন সমস্যা নাই
offensive,তোমার অভদ্র ভিডিও গান যে সফ্ট পর্ণ ভিডিও তা আমি জানতাম নাহ। বাবার সাথে বসে টিভি তে ইউ টিউব দেখছিলাম ।দেখলাম এই ভিডিও সবার আগে আমি ঢুকলাম অনেক আগ্রহে সাথে বাবা কেউ দেখতে বললাম। বাবা ও দেখলো। এক্ষণ আমি রাস্তায় বসে আছি।আমার প্রিয় বদনা নিয়ে
positive,ভাইয়া আসলে সবাই তো আপনার মত ফেমাস  না।  তাই সমালোচক আপনার বেশি থাকবেই।  আপনি ভাই এক কাজ করেন এসব আরও খুজে বের করেন।  এভাবে পোস্ট করে নিজের পবিত্রতার প্রমাণ এইভাবেই দিতে থাকেন।
offensive,পাশের বাসায় মানুষ মারা গেছে আমি লাশের পাশে বসে ছিলাম হঠাৎ এই অডিও শুনে আমি হেসে দিয়েছি!!! এখন এলাকাবাসী আমাকে পেটাচ্ছে আমি তাও হাসছি
positive,"সালমান তোমার মধ্যে ট্যালেন্ট অাছে,  যা দিয়ে তুমি অনেক ভালো কাজ করতে পারবা  youtube এ... তোমাকে সত্যিই মানুষের হিংসে করার কারণ অাছে।  যার যত হিংসুক, সে ততোই সফল। তোমার এইসব positive জিনিস মানুষ দেখতে পারেনা বলেই তোমাকে পঁচায়... মানুষ শুধু পৃথিবীর নেগেটিভ জিনিসগুলো চোখ লাগায় দেখে, অার দেখতে দেখতে এমন অবস্থা যে, তারা অার ভালো কিছু দেখতে পারে না।  তুমি ভুল, না কি শুদ্ধ, সেটা জাজ করার দায়িত্ব পাবলিককে দিও না। দিনশেষে যদি তোমার মনে হয়, তুমি ঠিক,  তবেই তুমি ঠিক..."
offensive,প্রিয় বর্ষা  তুমি যদি আমার এই কমেন্ট দেখে থাক তাহলে শোনে নাও আমি ওইদিন অনিকার সাথে ঘুমাইনি। আমি শুধু ওর পাশে শুয়েছিলাম!!!
offensive,"বিমানের জানালার পাশে বসে হাওয়া খেতে খেতে উগান্ডা যাচ্ছিলাম আর মোবাইল গুতাগুতি করছিলাম। হঠাৎ এই পোস্টটা আমার চোখে পড়ে। পোস্ট টা দেখে হাত থেকে আমার মোবাইলটা পড়ে গেল। কিন্তু আমাকে তো লাইক দিতে হবে। জীবনের মায়া ভুলে লাফ দিলাম মোবাইল এর পিছে। ৫ মিনিট উড়ার পর উত্তর বিষুব রেখা বরাবর ৪৫ ডিগ্রি অক্ষাংশে ভূ-তাপীয় অঞ্চলে এসে মোবাইল এর নাগাল পাই। সাথে সাথে পোস্ট এ লাইক দিয়ে দিলাম। এখন শান্তি লাগতেছে। এখনো নিচের দিকে পড়তেছি। নিচে সাগর দেখা যাচ্ছে। সাগরের হাঙ্গর হা করে আছে আমাকে খাওয়ার জন্য। আমি মনে হয় আর বাঁচবো না, কিন্তু কোনো আফসোস নেই আমি পোস্টে লাইক দিতে পেরেছি।"
positive,"প্রথমে হা হা দিলাম,তারপর হা হা টা উঠিয়ে নিলাম। তারপর আবার হা হা দিলাম আবার উঠিয়ে নিলাম। এভাবে ২০ বার হা হা দিলাম।মোবাইল চার্জ শেষ হওয়া পর্যন্ত এভাবে হা হা দিতেই থাকবো। তারপর মোবাইল চার্জ দিয়ে আরো দিবো"
offensive,"সালা বেলাজাসু* ছেচরামি করতে করতে একেবারে ছুচা হইয়া গেসে! মন চায়  তার হোগার বারান্দা দিয়া একটা গুইসাপ আর বেজি ছাইড়া দিয়া আপনমনে বিন বাজাই!  কোনো ব্যাক্তি স্যালমন বাঈকে নিয়ে খারাব কথা বলবেননা,,,  সালারপুতরে ধুমাইয়া গাইল্লান"
offensive,বাইনচোদ এর মানে কি জানো!!আরে আমি কি পাগল কারে কি শিখাইতেছি।তুমার কারনেই তো আমরা জানতে পেরেছি যে ফাক য়ু মানে তুমারে*দি।তুমিই তো বাংলাদেশের প্রথম বেক্তি জার কারনে আমরা বুঝতে পেরেছি যে সবার সামনে মাইয়া মাইন্সের পুটকি হাতাইলেও সমস্যা নাই।তুমি তো জানাইছো আমাগোরে যে তুমার ছোট সোনা দিয়াও তুমি ১৫০ এর উপর মাইয়ার রক্ত পরিক্ষা করছো।আই মিন বের করছো।তবে তুমাকে আমি একটা জিনিস জানাই।সেটা হল তুমি আসলেই মাম্মা খাটি বাইনচোদ
offensive,"বাংলাদেশে এক পর্ন তারকা আছে,যারে বাংলাদেশের সবাই পুটকি মারলেও আবার পুটকি মারা খাইতে চায় নাম বললে চাকরি থাকবে নাওই তুমি আবার সালমান মুক্তাদির চোদাও ক্যা?"
positive,"ভটভটি চালাচ্ছিলাম, এই পোস্ট দেখে হাসতে হাসতে পাশের খালে পরে গেসি...উদ্ধারকারীরা এসে এই পোস্ট দেখলো। তারাও হাসতে হাসতে খালে পরে গেলো।"
offensive,সালমান ভাই।তুমি বলে যখন জেসিয়ার পাছায় মুখ রাখছিলা।তখন বলে জেসিয়া পাদ মেরে তুমার চুলের রঙ নষ্ট করে ফেলছে?এইটা কি সত্য কথা গো তুমি ই বলো!!!!
offensive,"প্রিয় মধুমিতা,তুমি যদি এখানে আমার মত কমেন্ট পড়তে আস,তাহলে শোন ওই দিন ফারজানা রে আমি আমার বাসায় আনি নাই। ও নিজেই এসেছে। আর ওই দিন আমি প্যান্ট ইস্ত্রি করতেছিলাম। আর ও আমারে কিস দিছিল। আমি কিন্তু কিস দেয় নাই"
offensive,"ফ্রিতে আবাল দেখতে এসেছি "" দেখুন"" গ্রুপ থেকে।তোদের মত আবালদের সাইজ করতে আমাদের গ্রুপ। আসিস আমাদের গ্রুপে তোর নুনুতে কাকড়া লাগাই দেবো।"
offensive,"লোকের মেয়ের পাছা টিপতে কেমন লাগে ভাই?,,,,আমি ভাবছিলাম আপনার বোন অথবা রিলেটিভ দের সাথে এমন একটা অভদ্র ভিডিও বানাব,,,,আপনার বোনেদের পাছাই একটু হাত দিবো,,,,আপনার বনেদের মিনি স্কারট পরাই নাচাব,,,,then আমিও ভাইরাল হব,,,,,আর এর জন্য অনেক টাকা দিব আপনার মা বোন্দের,,,,আপ্নাকেও দিব। agula kisui to kharap na.....thik na?  salman vai er fan ra aktu vabuk...je oi meye taw to karor bon....karor meye..."
positive,ধন্যবাদ জনাব সালমান। আপনার মন্তব্যের প্রতি কৃতজ্ঞতা পোষণ করে দ্বিমত প্রকাশ করছি। অধিদপ্তর থেকে যখন তদারকি কার্যক্রম পরিচালিত হয় তখন ভোক্তা অধিকার সংরক্ষণ আইন 2009 এর বিভিন্ন ধারা অনুযায়ী পর্যবেক্ষণ করা হয়  পরবর্তী দিন তাদের অফিসে টাকা হয় তারা এসেছেন। তাদের ধারণা যে কিছু ভুল হয়েছে সে জন্য দুঃখ প্রকাশ করেছেন একই সাথে আন্তর্জাতিক মান বজায় রাখার চেষ্টা তারা করছেন এটাও বলেছেন। অধিদপ্তর থেকে তাদের ভুলগুলো শুধরে সঠিকভাবে চলার নির্দেশনা দেয়া হয়েছে। একই সাথে আপনার সদয় অবগতির জন্য জানাচ্ছি যে এখানে সস্তা জনপ্রিয়তা কিংবা বাহাদুরী কোন সুযোগ নেই শহীদ মুক্তিযোদ্ধা বীর মুক্তিযোদ্ধারা তাদের প্রাণ ও তাজা রক্তের বিনিময়ে যুদ্ধ করে স্বাধীন বাংলাদেশে এনেছেন সে বাংলাদেশকে সমৃদ্ধির পথে নিয়ে যাওয়ার জন্য কাজ করে যাচ্ছে জাতীয় ভোক্তা অধিকার সংরক্ষণ অধিদপ্তর। আমরা যখন ফেসবুকে লাইভ দিই তখন সবকিছু দেখাইনি এই কারণে যে নর্থ সাউথ বিশ্ববিদ্যালয় বাংলাদেশের একটি লিডিং ইউনিভার্সিটি কিন্তু আপনার এর স্ট্যাটাস কারনে আমি আর একটি ভিডিও আপলোড করব যেখানে আপনি আরো দেখতে পাবেন। আমাদের সমসাময়িক তদারকি অভিযানে আমরা দেখেছি যে নামি দামি রেস্টুরেন্ট বিভিন্ন হাসপাতালে ক্যান্টিন ও বিশ্ববিদ্যালয়ের ক্যান্টিনে বাহিরে যেমন পরিপাটি রূপ ভেতরটা তদ্রুপ অন্ধকার। আপনি একজন পাবলিক ফিগার এ কারণে মন্তব্যের করতে আর একটু সচেতন হয়ে মন্তব্য করলে মানুষ আর একটু উপকৃত হয়। আমরা চাই আপনার লেখনীর মাধ্যমে ভোক্তা অধিকার সংরক্ষণ আইন 2009 সম্পর্কে মানুষ আরো জানুক।আমরা সবাই মিলে কাজ করলে সমৃদ্ধ বাংলাদেশ গড়ে উঠবে ইনশাআল্লাহ। এ কারণে আবারো অনুরোধ করছি মন্তব্য করার পূর্বে ভালোমতো অধিদপ্তর এর সাথে কিংবা যে কোন সরকারি প্রতিষ্ঠান সম্পর্কে অথবা তার কার্যক্রম সম্পর্কে মন্তব্য পড়ার পূর্বে সংশ্লিষ্ট প্রতিষ্ঠানের সাথে ও কথা  বলে নিতে পারেন  নতুবা  বিব্রতকর অবস্থায় আপনার পূর্বের ন্যায়  পড়ার সম্ভাবনা থাকে।
offensive,আবাল
offensive,<fg:ffff0000>ত7 আপনি আমারর সাথে ইমু  সেক্স করবেন।তাহলে আমার ইমু নাম্ভারে এস এমস করুন। আমি ইমুতে আচি সব সময় 01907292567  আপনি আমারর সাথে ইমু  সেক্স করবেন।তাহলে আমার ইমু নাম্ভারে এস এমস করুন। আমি ইমুতে আচি সব সময় 01907292567  আপনি আমারর সাথে ইমু  সেক্স করবেন।তাহলে আমার ইমু নাম্ভারে এস এমস করুন। আমি ইমুতে আচি সব সময় 01907292567 <fg:ff0000ff>  আপনি আমারর সাথে ইমু  সেক্স করবেন।তাহলে আমার ইমু নাম্ভারে এস এমস করুন। আমি ইমুতে আচি সব সময় 01907292567  আপনি আমারর সাথে ইমু  সেক্স করবেন।তাহলে আমার ইমু নাম্ভারে এস এমস করুন। আমি ইমুতে আচি সব সময় 01907292567  আপনি আমারর সাথে ইমু  সেক্স করবেন।তাহলে আমার ইমু নাম্ভারে এস এমস করুন। আমি ইমুতে আচি সব সময় 01907292567
offensive,কি দিনকাল আইলো আজকাল সালমান ও সামাজিক সচেতন মূলক পোস্ট দেয় (2)  মুক্তাদির চাচ্চু আমি কিছু বলি নি কিন্তু শুধু কপি পেস্ট করেছি :-D ;-) ;-)
offensive,<fg:ffff0000>ত5 আমার নাম সোনিয়া।আমি ইমু সেক্স করি টাকা বিনিময় একন পজনত কোন বাল লোক আমাকে টাকা দেয়নি যে টাকা দিয়ে করবেন সে ইমু নাম্ভারে এস এমস করুন ইমু নামবার 01902044707  আমার নাম সোনিয়া।আমি ইমু সেক্স করি টাকা বিনিময় একন পজনত কোন বাল লোক আমাকে টাকা দেয়নি যে টাকা দিয়ে করবেন সে ইমু নাম্ভারে এস এমস করুন ইমু নামবার  01902044707  আমার নাম সোনিয়া।আমি ইমু সেক্স করি টাকা বিনিময় একন পজনত কোন বাল লোক আমাকে7l টাকা দেয়নি যে টাকা দিয়ে করবেন সে ইমু নাম্ভারে এস এমস করুন ইমু নামবার 01902044707  আমার নাম সোনিয়া।আমি ইমু সেক্স করি টাকা বিনিময় একন পজনত কোন বাল লোক আমাকে টাকা দেয়নি যে টাকা দিয়ে করবেন সে ইমু নাম্ভারে এস এমস করুন ইমু নামবার  01902044707  আমার নাম সোনিয়া।আমি ইমু সেক্স করি টাকা বিনিময় একন পজনত কোন বাল লোক আমাকে টাকা দেয়নি যে টাকা দিয়ে করবেন সে ইমু নাম্ভারে এস এমস করুনই ইমু নামবার  01902044707  আমার নাম সোনিয়া।আমি ইমু সেক্স করি টাকা বিনিময় একন পজনত কোন বাল লোক আমাকে টাকা দেয়নি যে টাকা দিয়ে করবেন সে ইমু নাম্ভারে এস এমস করুন ইমু নামবার  01902044707
offensive,<fg:ffff0000>Xxxxxxxxx ৩ ১ জন ভাল লোক খুজি ইমু সেক্স করব।কোন বাটপার না।জে ভাল লোক করবেন ইমুতে মেসেজ   ইমু নাম্ভার  01902044707  ১ জন ভাল লোক খুজি ইমু সেক্স করব।কোন বাটপার না।জে ভাল লোক করবেন ইমুতে মেসেজ   ইমু নাম্ভার  01902044707  ১ জন ভাল লোক খুজি ইমু সেক্স করব।কোন বাটপার না।জে ভাল লোক করবেন ইমুতে মেসেজ   ইমু নাম্ভার  01902044707  01902044707  ১ জন ভাল লোক খুজি ইমু সেক্স করব।কোন বাটপার না।জে ভাল লোক করবেন ইমুতে মেসেজ   ইমু নাম্ভার 01902044707  01902044707 01902044707  ১ জন ভাল লোক খুজি ইমু সেক্স করব।কোন বাটপার না।জে ভাল লোক করবেন ইমুতে মেসেজ   ইমু নাম্ভার  01902044707  ১ জন ভাল লোক খুজি ইমু সেক্স করব।কোন বাটপার না।জে ভাল লোক করবেন ইমুতে মেসেজ   ইমু নাম্ভার  01902044707
offensive,"সালমান, তুমি কি বাংলা ভাষা সম্পূর্ণরুপে জানোনা নাকি? ইংরেজি আর বাংলার সংমিশ্রণে মূর্খতার পরিচয় দেওয়া ছাড়া স্রেফ কিছুই বুঝানো যায় না!  এসব ছ্যাঁচড়ামি ভাষা ছাড়রে, ভাই।"
positive,"সবাই Unsubscribe করো, সবাই Unsubscribe করো.. এইটা করলে কী হবে? কেন Unsubscribe করবো? এডাল্ট কনটেন্ট? বাহ হিন্দি গান তো ভালোই শুনতে পারো, আর এইটা এডাল্ট কন্টেন্ট?  আরে এই সেই ইউটিউবার যে ২৫,০০০ টাকা রিকশা ওয়ালাদের দিছিলো, অন্য কেও কিন্তু দেয় নাই। এই সেই ইউটিউবার যে স্টুডেন্ট প্রোটেস্টে এর সময় সবার আগে এসে স্টুডেন্ট দের পাশে দাড়াইছিলো। এই সেই ইউটিউবার যে একজন কেন্সার রোগীর জন্য নিজে থেকে ইভেন্ট করে টাকা যোগায়া দিছে।  আর তারে নিচে নামানোর জন্য সবাই উঠে পরে লাগছেন।  আপনাদের বুদ্ধির প্রশংসা করতে হয়। হুজুগে বাঙালী নাম টা তো আর এমনে এমনে আসে নাই।  আর কিছু বলবো না, শুধু বলবো আনসাবসক্রাইব করে কাওকে ভালো করা যায় না।  Salman Mohammad Muqtadir"
positive,সালমানকে এই ভার্সিটি থেকেই কিক আউট করা হইছিলো।তাই সুদির ভাই এই পোস্ট দিছে।
positive,তোরে তো  NSU থেকে বেরই করে দিছে রাস্তার ভেলপুরি খেয়ে পেট ভরাইস Salman Mohammad Muqtadir
positive,পোড়া তেল থেকে বিভিন্ন রকম পেটের অসুখ সৃষ্টি হয়। ভালোই তো করল। তোমার এতে এলার্জি বাড়ল ক্যান?
offensive,"খানকির পোলা হয় বাংলায় বল নয় ইংরেজিতে বল,,যেকোন একটা ব্যবহার কর,,,"
positive,"ভাই, Khatija Khatun নামের একজন কমেন্ট করেছে লাল কলম দিয়ে । ওনার কমেন্ট টা পড়ুন"
positive,"ভাই তুই লেখছস ভালা জিনিস বুজলাম, কিন্তু বাংলা ইংলিশ মিশায়া কেন খিচুড়ি বানাইলি?"
positive,"অনেক ভাল একটা ক্যান্টিন  5  স্টার ও এই অবস্থা থাকে কিনা কে জানে,"
offensive,"তুমি জেসিয়ার যেটা জিব্বা দিয়া খাইছো,,সেটার সাথে তুলনা করবা।  বেগুনি আলুর চপ  দিয়া তুলনা করার কি দরকার ছিলো,ব্রো"
offensive,খানকির পোলা
positive,এটা তো অনেক পরিষ্কার আরে ভাই এই রকম পরিষ্কার তো শতকে একটা মিলানো কষ্টসাধ্য বিষয়
positive,#আপনি যদি দয়াবান হয় তাহলে এই কাজটি অবশ্যই করবেন। #Educationlife_School  আমাদের এই গ্রুপটাকে বড় করার জন্য আপনাদের দয়া একান্ত প্রয়োজন। সবাই যদি কমপক্ষে পাঁচ জন্যকে invite করেন। তাহলে আপনার জন্য সকলের মাঝে আমরা শিক্ষা ছড়িয়ে দিতে পারবো ইনসায়াল্লা। যারা শিক্ষা সম্পর্কে ভালো কিছু লিখালিখি করেন। তারা আমাকে একটু কষ্ট করে জানাবেন। আমি তাদেরকে admin করে দিবো। https://free.facebook.com/groups/577477209313016?refid=27
offensive,জেসিয়া কে ছেড়ে এখন কি#রাবা খান কে ধরেছো #লুচুমান।রাবা খান কি তোমাকে#বান্ধobi বই টা দিয়ে বাংলিশ শিখিয়েছে?
offensive,শালার কিসের মধ্যে কি... পান্তা ভাতে ঘী.... এই না হই বাংগালী....
offensive,"রাবা খান লেখিকা, সালমান মুক্তাদির অভিনেতা, সৌভিক গায়ক, সুখন  মোটিভেশনাল স্পিকার, হিরো আলম আইডল, সানাই দুধের এম্বাসেডর ..  আলহামদুলিল্লাহ!  এই দেশের হোগা মারা সারা..."
positive,"ভাই তোমার সব কথায় সহমত দিলাম। ভিডিওটা ভালো ছিলো, আমিও বুঝছি যা হারাম উভয়ের জন্য হারাম  তাইলে কি লিভ ইন রিলেশন হালাল? ওইসময় এই নৈতিক কথা কই গেছিলো? মেয়েদের এতো সম্মান করো আবার একটা মাইয়া থুইয়া আরেকটা মাইয়া খাইতে সময় লাগে নাহ।"
offensive,"ভাই শুধু মেয়েদের পেটে কেন বাচ্ছা হবে? তোমাদের মতো ছেলেদের পেটেও বাচ্ছা হওয়া উচিত। এইরকম অনেক কিছুই মেয়েদের হয়,যা তোমাদের মতো ছেলেদের ও হওয়া উচিত। #I_wish"
offensive,"জেসিয়ারে নিয়ে ভিডিও করার সময় মনে ছিলোনা তুর কোনটা হারাম কোনটা হালাল, বাইঞ্চুদ কোতাকার তুরে বেত গাছের ডাল দিয়ে পাছার মধ্যে  দুছানো দরখার,  সাধু সাজতে আসছস এইখনে খুর কোতাকার❤"
offensive,বাইঞ্চুদ
offensive,"আপনি তো ইংরেজীর হোগা মাইরা দিছেন সাল্মান,   i am not saying একটা মেয়ে কাপড় ছাড়া ঘুরবে.........................  এই ইংলিশ কোন হালায় শিখাইছে আপ্নারে??"
offensive,আগামি বত্রিশ তারিখ  আমি একটি বলিউড মুভির কাজ শুরু করতে যাচ্ছি  আমার ফ্লিমে নায়ক হ্লো গরিবের পর্নস্টার বালমাং ফ্লিমের নাম  দনে বড় কষ্ট নায়িকা থাকবে গেআফ্রিদি  বালমাং কে পারশ্রমিক হিসেবে দিবো গেআফ্রিদির পাছা চাটার সুযোগ ঘোষনাটি শেষ হলো
positive,"যারা ভিডিও টা বানিয়েছেন,,, তারা যদি তাদের মেয়ে দের রাতে পারটি করতে দেন,,,ছেলে বন্ধু নিয়ে ঘুরতে দেন,,জিন্স পড়ে রাস্তায় বের হতে দেন তাহলে বুঝব আপনাদের মানসিকতা অনেক উচু লেভেল এর,,, নিজেদের লাভের জন্য এমন ভিডিও বানাইয়েন না,,,মেয়েদের অবশ্যই ইসলাম আর নিজস্ব সংস্কৃতি মেনে চলা উচিত,,,"
offensive,"এরে তোর বাপ মায়ের কি তোরে পেজে লাইক নাই?  তারা এগুলা দেখেনা  নাকি তারাও কিছু লেংটি মাইয়ার মত বলে,,আই সাপোর্ট ইউ"
offensive,যারা সালমান মুক্তাদির কে গালি দিচ্ছেন  তাদের উদ্দেশ্যে বলতেছি এখনো সময় আছে   মাদারচুদ কে গালী দেওয়া বন্ধ  কইরেন না
offensive,হোগা মাইরা
offensive,তুরা শালাইন সবগুলোই কুত্তার বাচ্চাইন।নারী বিরোধি ভিডিও বানাছ আবার সেই নারীকেই নেংটা করে পাবলিশ করছ। প্রকৃত দর্ষক ত তুরাই।কে জানে কত পুরুষের বী* দিয়ে তদের জন্ম হয়েছে।
offensive,মাদারচুদ
positive,"হালাল, হারামের পার্থক্যে কে শিখাইতে আসছে?  ভাই অনেক ভালো লাগতো তোমারে। কিন্তু যা শুরু করছিলা তা দেখার পর। জাস্ট ফ্রেন্ড ট্রেন্ডও আনার চেষ্টা করলা। এইগুলা বইলো নাতো মাফ চাই। দুই তিনটা নামাজ পড়া অবস্হায় ছবি দিলে যে তুমি ভালো অনেক বড় আল্লাহওয়ালা হইয়া যাইবা এইটা ভাইবো না।  আগে যা করছো এর পরিনাম কি জানার চেষ্টা কর পরে বুঝবা"
positive,"পপুলার হওয়ার জন্য কিছু মানুষ অনেক কথাই বলে । যেমন এই ভিডিওতে আপনারা,  কিন্তু আপনারা মুসলমান হলে ভেবে দেখেন মেয়েদের যা বারন করা হয় সেটা কেন ? আগে সমাজ এবং সমাজের মানুষদের ভাল হতে হবে । খারাপ কাজ কারো জন্যই গ্রহণযোগ্য নয় ।  ইসলাম যেভাবে যাকে অধিকার দিয়েছে সেভাবে করা উচিত । এইসব না মেনেই আপনাদের মত ছেলেরা মেয়েদের পণ্য বানিয়ে , """" অভদ্র প্রেম """" ভিডিও রিলিজ করে ।"
positive,ওয়াজ মাহফিলে শুধু মেয়েদেরই বলা হয় না।।।ছেলেদের ও বলা হয়।।।।খারাপ কাজ খারাপই সেটা ছেলে/মেয়ে যে ই করি না কেন।।।আমি খারাপ ভিডিউ দেখি এর মানে এই না যে এটা ভাল কাজ।।।আপনি মানেন আর না মানেন আপনার ব্যাক্তিগত ব্যাপার কিন্ত বিশ্বাস করতে. হবেই.....
positive,"আই হাই কাদের মুখে কি কথা বাহ আমাদের সমাজে দি ভালো উন্নতি হচ্ছে,,,আর কথাই আছে শিয়ালের দারে মুরগী বাগি দেওয়া,, তাদের কথাই প্রমান পাচ্ছে"
offensive,এই আবাল তুর কি লজ্জা করেনা??  ছেলে আর মেয়ে কি এক?? সালা তুর বাবা মা তুরে শিক্ষা দেয়না? নাকি উনারা ও তুর মত এইরকম যে ছেলে ২০০+ মেয়ের সাথে আকাম করে সেই সালা আর কেমন ফ্যামিলির সন্তান হবে!!
